protein_id,chain,sequence_length
1h1i_A,A,344
1h1i_B,B,346
1h1i_C,C,343
1h1i_D,D,343
1h1l_A,A,478
1h1l_B,B,519
1h1l_C,C,478
1h1l_D,D,519
1h1m_A,A,344
1h1m_B,B,344
1h1m_C,C,343
1h1m_D,D,343
1h1n_A,A,305
1h1n_B,B,304
1h2a_L,L,534
1h2b_A,A,343
1h2b_B,B,344
1h2g_B,B,557
1h2j_A,A,300
1h2r_L,L,534
1h2v_C,C,722
1h2w_A,A,710
1h2x_A,A,710
1h2y_A,A,710
1h2z_A,A,710
1h3f_A,A,403
1h3f_B,B,406
1h3j_A,A,336
1h3j_B,B,336
1h41_A,A,700
1h41_B,B,701
1h44_A,A,323
1h45_A,A,322
1h46_X,X,430
1h49_A,A,491
1h49_B,B,491
1h4f_A,A,406
1h4f_B,B,406
1h4f_C,C,406
1h4f_D,D,406
1h4i_A,A,595
1h4i_C,C,595
1h4p_A,A,408
1h4p_B,B,408
1h50_A,A,364
1h51_A,A,362
1h55_A,A,306
1h57_A,A,306
1h58_A,A,306
1h5a_A,A,306
1h5c_A,A,306
1h5d_A,A,306
1h5e_A,A,306
1h5f_A,A,306
1h5g_A,A,306
1h5h_A,A,306
1h5i_A,A,306
1h5j_A,A,306
1h5k_A,A,306
1h5l_A,A,306
1h5m_A,A,306
1h5v_A,A,301
1h60_A,A,364
1h61_A,A,364
1h62_A,A,364
1h63_A,A,364
1h6k_A,A,728
1h6k_B,B,729
1h6k_C,C,733
1h6l_A,A,353
1h6u_A,A,308
1h7n_A,A,340
1h7o_A,A,341
1h7p_A,A,340
1h7r_A,A,342
1h7s_A,A,317
1h80_A,A,433
1h80_B,B,430
1h82_A,A,459
1h82_B,B,462
1h82_C,C,462
1h83_A,A,459
1h83_B,B,462
1h83_C,C,462
1h84_A,A,459
1h84_B,B,462
1h84_C,C,462
1h86_A,A,459
1h86_B,B,462
1h86_C,C,462
1h8e_A,A,486
1h8e_B,B,479
1h8e_C,C,488
1h8e_D,D,467
1h8e_E,E,454
1h8e_F,F,466
1ha3_A,A,391
1ha3_B,B,379
1hau_A,A,336
1haw_A,A,336
1hb1_A,A,328
1hb2_A,A,329
1hb3_A,A,329
1hb4_A,A,329
1hbm_A,A,543
1hbm_B,B,442
1hbm_D,D,543
1hbm_E,E,442
1hbn_A,A,543
1hbn_B,B,442
1hbn_D,D,543
1hbn_E,E,442
1hbo_A,A,543
1hbo_B,B,442
1hbo_D,D,543
1hbo_E,E,442
1hbu_A,A,543
1hbu_B,B,442
1hbu_D,D,543
1hbu_E,E,442
1hbz_A,A,498
1hch_A,A,306
1hdh_A,A,524
1hdh_B,B,524
1hdi_A,A,413
1hdu_A,A,307
1hdu_B,B,307
1hdu_D,D,307
1hdu_E,E,307
1hee_A,A,307
1hee_B,B,307
1hee_D,D,307
1hee_E,E,307
1het_A,A,374
1het_B,B,374
1heu_A,A,374
1heu_B,B,374
1hf3_A,A,374
1hf3_B,B,374
1hf6_A,A,300
1hfb_A,A,339
1hfb_B,B,336
1hfb_C,C,348
1hfb_D,D,342
1hfb_E,E,335
1hfb_F,F,346
1hfb_G,G,342
1hfb_H,H,339
1hfe_L,L,397
1hfe_M,M,397
1hfu_A,A,500
1hfw_A,A,307
1hfw_B,B,309
1hfw_C,C,307
1hfw_D,D,306
1hg0_A,A,327
1hg0_B,B,327
1hg0_C,C,327
1hg0_D,D,327
1hg1_A,A,306
1hg1_B,B,307
1hg1_C,C,309
1hg1_D,D,309
1hg8_A,A,349
1hhs_A,A,664
1hhs_B,B,664
1hhs_C,C,664
1hj3_A,A,544
1hj3_B,B,542
1hj4_A,A,551
1hj4_B,B,542
1hj5_A,A,559
1hj5_B,B,559
1hj6_A,A,414
1hjs_A,A,332
1hjs_B,B,332
1hjs_C,C,332
1hjs_D,D,332
1hjx_A,A,362
1hjx_B,B,362
1hjx_C,C,359
1hjx_D,D,360
1hkk_A,A,364
1hm2_A,A,674
1hm5_A,A,556
1hm5_B,B,556
1hm6_A,A,343
1hm6_B,B,343
1hm9_A,A,458
1hm9_B,B,458
1hmu_A,A,674
1hn9_A,A,317
1hn9_B,B,317
1hnd_A,A,317
1hnh_A,A,308
1hnj_A,A,317
1hny_A,A,495
1hoz_A,A,316
1hoz_B,B,315
1hp1_A,A,516
1hpm_A,A,378
1hpu_A,A,525
1hpu_B,B,525
1hpu_C,C,525
1hpu_D,D,525
1hqg_A,A,313
1hqg_B,B,313
1hqg_C,C,313
1hqs_A,A,422
1hqs_B,B,422
1hrd_A,A,449
1hrd_B,B,449
1hrd_C,C,449
1hrk_A,A,359
1hrk_B,B,359
1hrn_A,A,333
1hrn_B,B,332
1hs6_A,A,610
1hsr_A,A,336
1ht0_A,A,374
1ht0_B,B,374
1ht6_A,A,404
1htr_B,B,329
1hv6_A,A,351
1hvb_A,A,346
1hvd_A,A,313
1hvf_A,A,313
1hvx_A,A,483
1hx0_A,A,495
1hx1_A,A,377
1hx6_A,A,370
1hx6_B,B,374
1hx6_C,C,371
1hxp_A,A,340
1hxp_B,B,329
1hxq_A,A,340
1hxq_B,B,333
1hye_A,A,307
1hyo_A,A,416
1hyo_B,B,419
1hyt_A,A,316
1hyu_A,A,521
1hz4_A,A,366
1hzj_A,A,345
1hzj_B,B,345
1hzy_A,A,331
1hzy_B,B,331
1i0b_A,A,331
1i0b_B,B,331
1i0d_A,A,331
1i0d_B,B,331
1i19_A,A,541
1i19_B,B,538
1i1q_A,A,512
1i1w_A,A,302
1i1x_A,A,301
1i24_A,A,393
1i2b_A,A,393
1i2c_A,A,393
1i2m_B,B,388
1i2m_D,D,390
1i3k_A,A,347
1i3k_B,B,345
1i3l_A,A,347
1i3l_B,B,345
1i3m_A,A,347
1i3m_B,B,345
1i3n_A,A,347
1i3n_B,B,345
1i4a_A,A,309
1i5q_A,A,356
1i5q_B,B,358
1i6i_A,A,333
1i6k_A,A,316
1i6l_A,A,316
1i6m_A,A,326
1i75_A,A,686
1i75_B,B,686
1i7n_A,A,308
1i7n_B,B,308
1i7o_A,A,421
1i7o_B,B,421
1i7o_C,C,421
1i7o_D,D,421
1i7q_A,A,517
1i7q_C,C,517
1i7w_A,A,500
1i7w_C,C,509
1i83_A,A,415
1i83_B,B,413
1i86_A,A,388
1i88_A,A,388
1i88_B,B,388
1i89_A,A,387
1i89_B,B,387
1i8b_A,A,387
1i8b_B,B,387
1i8j_A,A,323
1i8j_B,B,323
1i9c_B,B,483
1i9c_D,D,483
1i9y_A,A,336
1i9z_A,A,336
1ia5_A,A,339
1ia6_A,A,423
1ia7_A,A,431
1ian_A,A,328
1iat_A,A,556
1ib2_A,A,322
1ib4_A,A,339
1ib4_B,B,339
1icp_A,A,358
1icp_B,B,358
1icq_A,A,353
1icq_B,B,351
1idk_A,A,359
1ie7_C,C,569
1iej_A,A,329
1iel_A,A,355
1iel_B,B,358
1ig0_A,A,317
1ig0_B,B,319
1ihg_A,A,364
1ii2_A,A,522
1ii2_B,B,514
1iir_A,A,382
1ijh_A,A,498
1ijq_A,A,308
1ijq_B,B,305
1ikg_A,A,345
1iki_A,A,345
1ikp_A,A,599
1ikq_A,A,599
1in5_A,A,301
1in6_A,A,300
1io1_A,A,395
1io7_A,A,366
1io7_B,B,359
1io8_A,A,366
1io8_B,B,359
1iom_A,A,374
1iow_A,A,306
1iqc_A,A,308
1iqc_B,B,308
1iqc_C,C,308
1iqc_D,D,308
1iqx_A,A,619
1iqx_B,B,619
1iqy_A,A,619
1iqy_B,B,619
1ir1_A,A,463
1ir1_B,B,463
1ir1_C,C,463
1ir1_D,D,463
1ir2_A,A,463
1ir2_B,B,462
1ir2_C,C,461
1ir2_D,D,462
1ir2_E,E,460
1ir2_F,F,460
1ir2_G,G,461
1ir2_H,H,463
1ir2_S,S,460
1ir2_T,T,461
1ir2_U,U,464
1ir2_V,V,464
1ir2_W,W,461
1ir2_X,X,461
1ir2_Y,Y,460
1ir2_Z,Z,461
1ir3_A,A,300
1is9_A,A,358
1iso_A,A,414
1isz_A,A,427
1isz_B,B,427
1it0_A,A,427
1it0_B,B,427
1itk_A,A,707
1itk_B,B,714
1itu_A,A,369
1itu_B,B,369
1itw_A,A,740
1itw_B,B,740
1itw_C,C,739
1itw_D,D,740
1itx_A,A,419
1iu7_A,A,619
1iu7_B,B,619
1iuq_A,A,350
1iut_A,A,394
1iuu_A,A,394
1iuw_A,A,394
1iux_A,A,394
1iv8_A,A,701
1ivd_A,A,388
1ivd_B,B,388
1ivg_A,A,388
1ivg_B,B,388
1ivu_A,A,620
1ivu_B,B,620
1ivw_A,A,619
1ivw_B,B,619
1iwb_A,A,551
1iwb_L,L,551
1iwi_A,A,405
1iwj_A,A,405
1iwk_A,A,405
1ixg_A,A,321
1ixh_A,A,321
1ixi_A,A,321
1iy7_A,A,307
1iye_A,A,304
1iye_B,B,304
1iye_C,C,304
1iz9_A,A,327
1iz9_B,B,327
1izd_A,A,323
1ize_A,A,323
1j01_A,A,312
1j09_A,A,468
1j0h_A,A,588
1j0h_B,B,588
1j11_A,A,516
1j11_B,B,516
1j11_C,C,516
1j11_D,D,516
1j18_A,A,516
1j1b_A,A,354
1j1b_B,B,364
1j1n_A,A,492
1j1n_B,B,492
1j20_A,A,386
1j20_B,B,386
1j20_C,C,386
1j20_D,D,386
1j33_A,A,333
1j39_A,A,344
1j3b_A,A,513
1j3b_B,B,518
1j3n_A,A,408
1j3n_B,B,408
1j4a_A,A,331
1j4a_B,B,331
1j4a_C,C,331
1j4a_D,D,332
1j58_A,A,364
1j5x_A,A,312
1j6p_A,A,392
1j6z_A,A,368
1j71_A,A,334
1j79_A,A,342
1j79_B,B,338
1j8f_A,A,312
1j8f_B,B,312
1j8f_C,C,303
1j8t_A,A,307
1j8u_A,A,307
1j96_A,A,323
1j96_B,B,318
1j9q_A,A,336
1j9q_B,B,336
1j9q_C,C,336
1j9r_A,A,336
1j9r_B,B,336
1j9r_C,C,336
1j9s_A,A,336
1j9s_B,B,336
1j9s_C,C,336
1j9t_A,A,336
1j9t_B,B,336
1j9t_C,C,336
1j9y_A,A,337
1ja1_A,A,616
1ja1_B,B,614
1jae_A,A,470
1jak_A,A,499
1jb7_A,A,460
1jb9_A,A,307
1jbv_A,A,403
1jbw_A,A,409
1jcr_A,A,323
1jcr_B,B,407
1jdc_A,A,418
1jdd_A,A,418
1jdf_A,A,442
1jdf_B,B,442
1jdf_C,C,442
1jdf_D,D,442
1jdh_A,A,508
1jdp_A,A,396
1jdp_B,B,395
1jdw_A,A,360
1jet_A,A,517
1jeu_A,A,517
1jev_A,A,517
1jf9_A,A,405
1jfb_A,A,399
1jfc_A,A,399
1jg6_A,A,351
1jg7_A,A,351
1jg8_A,A,342
1jg8_B,B,342
1jg8_C,C,339
1jg8_D,D,343
1jg9_A,A,628
1jgi_A,A,628
1jgm_A,A,332
1jgm_B,B,331
1jgt_A,A,490
1jgt_B,B,500
1jh8_A,A,348
1jha_A,A,346
1jhd_A,A,396
1jho_A,A,346
1jhq_A,A,346
1jhr_A,A,341
1jhu_A,A,346
1jhv_A,A,346
1jhx_A,A,346
1jhy_A,A,346
1ji1_A,A,637
1ji1_B,B,637
1jip_A,A,403
1jiq_A,A,557
1jiq_B,B,557
1jiq_C,C,557
1jiq_D,D,557
1jiw_P,P,470
1jix_A,A,351
1jkm_A,A,358
1jkm_B,B,361
1jl0_A,A,310
1jl0_B,B,311
1jme_A,A,441
1jme_B,B,441
1jmx_A,A,493
1jmx_B,B,339
1jmz_A,A,493
1jmz_B,B,339
1jnd_A,A,400
1jne_A,A,400
1jnr_A,A,642
1jnr_C,C,642
1jny_A,A,415
1jny_B,B,412
1jp4_A,A,302
1jpr_A,A,340
1jpr_B,B,341
1jpu_A,A,361
1jpz_A,A,456
1jpz_B,B,458
1jq5_A,A,366
1jqb_A,A,351
1jqb_B,B,351
1jqb_C,C,351
1jqb_D,D,351
1jqc_A,A,340
1jqc_B,B,341
1jqf_A,A,329
1jqx_A,A,311
1jqx_B,B,311
1jr7_A,A,306
1jrb_A,A,311
1jrb_B,B,311
1jrc_A,A,311
1jrc_B,B,311
1jrr_A,A,357
1jrx_A,A,568
1jrx_B,B,568
1jry_A,A,568
1jry_B,B,568
1jrz_A,A,568
1jrz_B,B,568
1js1_X,X,324
1js1_Y,Y,318
1js1_Z,Z,318
1js4_A,A,605
1js4_B,B,605
1jsd_A,A,317
1jsl_A,A,324
1jsl_B,B,324
1jsl_C,C,324
1jsl_D,D,324
1jsm_A,A,321
1jsr_A,A,324
1jsr_B,B,324
1jsr_C,C,324
1jsr_D,D,324
1jta_A,A,361
1ju2_A,A,521
1ju2_B,B,521
1ju3_A,A,570
1ju4_A,A,570
1ju9_A,A,374
1ju9_B,B,374
1jub_A,A,311
1jub_B,B,311
1jue_A,A,311
1jue_B,B,311
1juh_A,A,334
1juh_B,B,339
1juh_C,C,334
1juh_D,D,330
1jv1_A,A,490
1jv1_B,B,485
1jvb_A,A,339
1jvy_A,A,369
1jw4_A,A,370
1jw5_A,A,370
1jwx_A,A,387
1jx4_A,A,335
1jx6_A,A,338
1jxj_A,A,495
1jxk_A,A,490
1jy1_A,A,431
1k0e_A,A,437
1k0e_B,B,414
1k0i_A,A,394
1k0l_A,A,394
1k0r_A,A,326
1k0r_B,B,326
1k20_A,A,310
1k20_B,B,310
1k2o_A,A,406
1k2o_B,B,406
1k2y_X,X,459
1k30_A,A,363
1k3c_A,A,535
1k3d_A,A,535
1k3i_A,A,650
1k3t_A,A,359
1k3t_B,B,359
1k3t_C,C,359
1k3t_D,D,359
1k3u_B,B,394
1k4g_A,A,372
1k4h_A,A,372
1k4q_A,A,461
1k5c_A,A,333
1k6a_A,A,302
1k6i_A,A,318
1k6j_A,A,322
1k6j_B,B,321
1k6w_A,A,423
1k6x_A,A,324
1k70_A,A,423
1k72_A,A,611
1k72_B,B,612
1k75_A,A,425
1k75_B,B,425
1k7f_B,B,380
1k7g_A,A,455
1k7h_A,A,476
1k7h_B,B,476
1k7i_A,A,462
1k7q_A,A,462
1k7w_A,A,449
1k7w_B,B,448
1k7w_C,C,448
1k7w_D,D,450
1k7x_B,B,390
1k8k_A,A,401
1k8k_C,C,354
1k8w_A,A,304
1k8x_B,B,391
1k8y_B,B,390
1k8z_B,B,394
1k92_A,A,444
1k97_A,A,432
1k9d_A,A,670
1k9e_A,A,671
1k9f_A,A,671
1k9t_A,A,538
1k9y_A,A,354
1k9z_A,A,354
1ka0_A,A,353
1ka1_A,A,354
1kae_A,A,427
1kae_B,B,427
1kap_P,P,470
1kax_A,A,378
1kay_A,A,378
1kaz_A,A,378
1kb0_A,A,669
1kbb_A,A,495
1kbk_A,A,495
1kbv_A,A,302
1kbv_B,B,302
1kbv_C,C,302
1kbv_D,D,302
1kbv_E,E,302
1kbv_F,F,302
1kcb_A,A,333
1kcc_A,A,333
1kcd_A,A,333
1kcl_A,A,686
1kcz_A,A,412
1kcz_B,B,412
1kd0_A,A,396
1kd0_B,B,396
1kdg_A,A,541
1kdg_B,B,546
1ke4_A,A,352
1ke4_B,B,358
1kei_A,A,316
1kep_A,A,346
1kep_B,B,346
1ket_A,A,346
1ket_B,B,346
1kew_A,A,361
1kew_B,B,361
1kfb_B,B,394
1kfc_B,B,392
1kfe_B,B,394
1kfg_A,A,612
1kfg_B,B,613
1kfj_B,B,394
1kfw_A,A,435
1kgu_A,A,495
1kgx_A,A,495
1kh5_A,A,444
1kh5_B,B,444
1khb_A,A,603
1khd_A,A,324
1khd_B,B,328
1khd_C,C,320
1khd_D,D,329
1kic_A,A,317
1kic_B,B,314
1kie_A,A,315
1kie_B,B,314
1kj8_A,A,386
1kj8_B,B,384
1kj9_A,A,386
1kj9_B,B,387
1kji_A,A,389
1kji_B,B,389
1kjj_A,A,386
1kjj_B,B,385
1kjo_A,A,316
1kjp_A,A,316
1kjq_A,A,388
1kjq_B,B,385
1kjz_A,A,400
1kk0_A,A,391
1kk1_A,A,397
1kk3_A,A,398
1kkj_A,A,405
1kkk_A,A,316
1kko_A,A,401
1kko_B,B,401
1kkp_A,A,405
1kl1_A,A,405
1kl6_A,A,316
1kmj_A,A,404
1kmo_A,A,661
1koj_A,A,556
1koj_B,B,556
1kol_A,A,396
1kol_B,B,396
1kor_A,A,380
1kor_B,B,386
1kor_C,C,386
1kor_D,D,386
1kp2_A,A,431
1kp3_A,A,439
1kp8_A,A,525
1kp8_B,B,525
1kp8_C,C,525
1kp8_D,D,525
1kp8_E,E,525
1kp8_F,F,525
1kp8_G,G,525
1kp8_H,H,525
1kp8_I,I,525
1kp8_J,J,525
1kp8_K,K,525
1kp8_L,L,525
1kp8_M,M,525
1kp8_N,N,525
1kq0_A,A,354
1kq3_A,A,364
1kq9_A,A,349
1kr6_A,A,316
1krh_A,A,337
1krh_B,B,337
1kro_A,A,316
1ks7_A,A,316
1ks8_A,A,433
1ksc_A,A,433
1ksd_A,A,433
1kss_A,A,568
1ksu_A,A,568
1ksu_B,B,568
1kt8_A,A,360
1kt8_B,B,365
1kta_A,A,365
1kta_B,B,365
1ktb_A,A,388
1kto_A,A,316
1ktw_A,A,457
1ktw_B,B,457
1ku0_A,A,388
1ku0_B,B,385
1kv7_A,A,463
1kv9_A,A,664
1kvl_A,A,358
1kvl_B,B,358
1kvr_A,A,338
1kvu_A,A,338
1kwf_A,A,363
1kwg_A,A,644
1kwh_A,A,492
1kwm_A,A,397
1kwm_B,B,397
1kxq_A,A,496
1kxq_B,B,496
1kxq_C,C,496
1kxq_D,D,496
1kxt_A,A,496
1kxt_C,C,496
1kxt_E,E,496
1kxv_A,A,496
1kxv_B,B,496
1kz8_A,A,319
1kz8_F,F,319
1kzm_A,A,306
1l0d_A,A,351
1l0d_B,B,358
1l0e_A,A,358
1l0e_B,B,358
1l0f_A,A,353
1l0f_B,B,358
1l0g_A,A,355
1l0g_B,B,358
1l1l_A,A,717
1l1l_B,B,717
1l1l_C,C,717
1l1l_D,D,717
1l2l_A,A,432
1l2s_A,A,355
1l2s_B,B,358
1l3j_A,A,372
1l3r_E,E,338
1l3s_A,A,580
1l3t_A,A,580
1l3u_A,A,580
1l3v_A,A,580
1l4b_A,A,340
1l4e_A,A,347
1l4l_A,A,347
1l4m_A,A,346
1l4n_A,A,347
1l5f_A,A,346
1l5k_A,A,346
1l5l_A,A,347
1l5m_A,A,342
1l5n_A,A,346
1l5o_A,A,346
1l5u_A,A,580
1l5v_A,A,796
1l5v_B,B,796
1l5w_A,A,796
1l5w_B,B,796
1l6f_A,A,381
1l6f_B,B,381
1l6g_A,A,381
1l6g_B,B,381
1l6s_A,A,322
1l6s_B,B,322
1l6y_A,A,322
1l6y_B,B,322
1l7a_A,A,318
1l7a_B,B,318
1l7d_A,A,354
1l7d_B,B,358
1l7d_C,C,355
1l7d_D,D,353
1l7e_A,A,372
1l7e_B,B,357
1l7e_C,C,353
1l7e_D,D,367
1l7f_A,A,388
1l7g_A,A,388
1l7h_A,A,388
1l7j_A,A,338
1l7j_B,B,338
1l7k_A,A,339
1l7k_B,B,346
1l7q_A,A,571
1l7r_A,A,573
1l8n_A,A,671
1l9c_A,A,385
1l9c_B,B,385
1l9d_A,A,385
1l9d_B,B,385
1l9e_A,A,385
1l9e_B,B,385
1l9o_A,A,336
1l9o_B,B,336
1l9o_C,C,336
1l9p_A,A,336
1l9p_B,B,336
1l9p_C,C,336
1l9q_A,A,336
1l9q_B,B,336
1l9q_C,C,336
1l9r_A,A,336
1l9r_B,B,336
1l9r_C,C,336
1l9s_A,A,336
1l9s_B,B,336
1l9s_C,C,336
1l9t_A,A,336
1l9t_B,B,336
1l9t_C,C,336
1lam_A,A,484
1lan_A,A,484
1lar_A,A,566
1lar_B,B,533
1lax_A,A,369
1lax_C,C,368
1lc5_A,A,355
1lc7_A,A,358
1lc8_A,A,356
1lcf_A,A,691
1lci_A,A,523
1lcp_A,A,484
1lcp_B,B,484
1lct_A,A,324
1ld7_A,A,313
1ld7_B,B,407
1ld8_A,A,313
1ld8_B,B,407
1ldg_A,A,314
1lee_A,A,331
1lf2_A,A,329
1lf4_A,A,325
1lfk_A,A,375
1lfw_A,A,468
1lg9_A,A,377
1lii_A,A,331
1lij_A,A,330
1lj1_A,A,568
1lj1_B,B,568
1lj5_A,A,379
1lj8_A,A,481
1lk9_A,A,425
1lk9_B,B,427
1lkc_A,A,355
1ll5_A,A,351
1ll5_B,B,358
1ll7_A,A,392
1ll7_B,B,392
1ll9_A,A,358
1ll9_B,B,358
1llb_A,A,358
1llb_B,B,358
1lld_A,A,313
1lld_B,B,313
1llf_A,A,534
1llf_B,B,534
1llp_A,A,343
1lls_A,A,370
1lml_A,A,465
1lna_E,E,316
1lnb_E,E,316
1lnc_E,E,316
1lnd_E,E,316
1lne_E,E,316
1lnf_E,E,316
1loh_A,A,721
1lp4_A,A,327
1lpu_A,A,327
1lqa_A,A,346
1lqa_B,B,346
1lqt_A,A,452
1lqt_B,B,454
1lqu_A,A,453
1lqu_B,B,454
1lr4_A,A,327
1lrj_A,A,338
1lrk_A,A,338
1lrl_A,A,338
1ltm_A,A,309
1luc_A,A,326
1luc_B,B,320
1lur_A,A,323
1lur_B,B,323
1lv0_A,A,433
1lv5_A,A,580
1lv5_B,B,580
1lvk_A,A,743
1lvo_B,B,300
1lvo_C,C,300
1lvo_D,D,301
1lw4_A,A,329
1lw4_B,B,329
1lw4_C,C,329
1lw4_D,D,329
1lwd_A,A,413
1lwd_B,B,413
1lxk_A,A,719
1lxy_A,A,409
1lxy_B,B,409
1ly9_A,A,336
1ly9_B,B,336
1lyc_A,A,336
1lyc_B,B,336
1lyk_A,A,336
1lyk_B,B,336
1lzk_A,A,313
1lzl_A,A,317
1lzx_A,A,407
1lzx_B,B,410
1m03_A,A,499
1m04_A,A,499
1m0q_A,A,431
1m0w_A,A,481
1m0w_B,B,479
1m15_A,A,356
1m1n_A,A,477
1m1n_B,B,522
1m1n_C,C,477
1m1n_D,D,522
1m1n_E,E,477
1m1n_F,F,522
1m1n_G,G,477
1m1n_H,H,522
1m1o_A,A,390
1m1o_B,B,390
1m1o_C,C,390
1m1o_D,D,390
1m1t_A,A,392
1m1t_B,B,392
1m1t_C,C,392
1m1t_D,D,392
1m1z_A,A,480
1m1z_B,B,490
1m21_A,A,487
1m21_B,B,487
1m22_A,A,487
1m22_B,B,487
1m2p_A,A,325
1m2q_A,A,327
1m2r_A,A,327
1m2w_A,A,481
1m2w_B,B,481
1m3k_A,A,392
1m3k_B,B,392
1m3k_C,C,392
1m3k_D,D,392
1m3q_A,A,314
1m3z_A,A,390
1m3z_B,B,390
1m3z_C,C,390
1m3z_D,D,390
1m4l_A,A,307
1m4s_A,A,391
1m4s_B,B,391
1m4s_C,C,391
1m4s_D,D,391
1m4t_A,A,389
1m4t_B,B,389
1m4t_C,C,389
1m4t_D,D,389
1m5r_A,A,351
1m5r_B,B,351
1m64_A,A,568
1m64_B,B,568
1m66_A,A,346
1m6h_A,A,373
1m6h_B,B,373
1m6i_A,A,459
1m6s_A,A,342
1m6s_B,B,342
1m6s_C,C,342
1m6s_D,D,343
1m7j_A,A,474
1m7s_A,A,484
1m7s_B,B,483
1m7s_C,C,483
1m7s_D,D,484
1m7v_A,A,361
1m7y_A,A,424
1m85_A,A,475
1m8z_A,A,339
1m9m_A,A,400
1m9m_B,B,400
1m9n_A,A,590
1m9n_B,B,590
1mar_A,A,315
1mb4_A,A,369
1mb4_B,B,369
1mdl_A,A,357
1mdo_A,A,355
1mdq_A,A,371
1mdw_A,A,319
1mdw_B,B,318
1mdx_A,A,365
1me8_A,A,356
1meh_A,A,353
1mfu_A,A,490
1mfv_A,A,495
1mg0_A,A,374
1mg0_B,B,374
1mg0_C,C,374
1mg0_D,D,374
1mg7_A,A,351
1mg7_B,B,352
1mgo_A,A,374
1mgo_B,B,374
1mhy_B,B,383
1mhy_D,D,510
1mi3_A,A,319
1mi3_B,B,319
1mi3_C,C,319
1mi3_D,D,319
1mi4_A,A,427
1mky_A,A,400
1ml4_A,A,307
1mla_A,A,305
1mld_A,A,313
1mld_B,B,313
1mld_C,C,313
1mld_D,D,313
1mly_A,A,427
1mly_B,B,428
1mmd_A,A,743
1mmi_A,A,366
1mmi_B,B,366
1mmk_A,A,309
1mmt_A,A,308
1mmu_A,A,339
1mmu_B,B,346
1mmv_A,A,407
1mmv_B,B,409
1mmw_A,A,407
1mmw_B,B,410
1mmx_A,A,339
1mmx_B,B,346
1mmy_A,A,339
1mmy_B,B,346
1mmz_A,A,339
1mmz_B,B,346
1mn0_A,A,339
1mn0_B,B,346
1mn1_A,A,357
1mn2_A,A,357
1mnp_A,A,357
1mns_A,A,357
1mnz_A,A,387
1mo9_A,A,522
1mo9_B,B,522
1moq_A,A,366
1mor_A,A,366
1mos_A,A,367
1mpb_A,A,370
1mpl_A,A,345
1mpp_A,A,351
1mpx_A,A,596
1mpx_B,B,596
1mpx_C,C,596
1mpx_D,D,596
1mqp_A,A,669
1mqq_A,A,675
1mqr_A,A,674
1mro_A,A,543
1mro_B,B,442
1mro_D,D,543
1mro_E,E,442
1mrp_A,A,309
1mrq_A,A,323
1ms1_A,A,622
1ms1_B,B,622
1ms3_A,A,623
1ms3_B,B,623
1ms5_A,A,623
1ms5_B,B,621
1ms8_A,A,624
1ms8_B,B,623
1ms9_A,A,622
1ms9_B,B,623
1msk_A,A,327
1msv_A,A,319
1msv_B,B,320
1mtp_A,A,320
1mty_B,B,384
1mty_C,C,384
1mty_D,D,512
1mty_E,E,512
1mu5_A,A,460
1mu7_A,A,422
1mu7_B,B,434
1muc_A,A,360
1muc_B,B,360
1mus_A,A,458
1muw_A,A,386
1mv8_A,A,436
1mv8_B,B,436
1mv8_C,C,436
1mv8_D,D,436
1mvy_A,A,628
1mw3_A,A,628
1mw8_X,X,561
1mw9_X,X,556
1mwe_A,A,388
1mwm_A,A,316
1mwm_B,B,316
1mws_A,A,633
1mws_B,B,628
1mx3_A,A,326
1mxd_A,A,435
1mxg_A,A,435
1mxo_A,A,358
1mxo_B,B,358
1mxr_A,A,339
1mxr_B,B,339
1mxt_A,A,499
1my8_A,A,358
1my8_B,B,358
1myr_A,A,499
1mzc_A,A,313
1mzc_B,B,407
1mzy_A,A,331
1mzz_A,A,334
1mzz_B,B,334
1mzz_C,C,334
1n0i_A,A,309
1n1b_A,A,516
1n1b_B,B,519
1n1e_A,A,349
1n1e_B,B,349
1n1p_A,A,499
1n1s_A,A,628
1n1t_A,A,628
1n2t_A,A,385
1n2t_B,B,385
1n3l_A,A,332
1n40_A,A,395
1n4g_A,A,392
1n4u_A,A,499
1n4v_A,A,499
1n4w_A,A,499
1n5u_A,A,583
1n67_A,A,332
1n68_A,A,464
1n70_A,A,334
1n75_A,A,468
1n7h_A,A,331
1n7h_B,B,334
1n7n_A,A,721
1n7o_A,A,721
1n7p_A,A,721
1n7z_A,A,316
1n7z_B,B,316
1n7z_C,C,316
1n7z_D,D,316
1n82_A,A,330
1n82_B,B,328
1n8f_A,A,343
1n8f_B,B,343
1n8f_C,C,343
1n8f_D,D,343
1n8k_A,A,374
1n8k_B,B,374
1n92_A,A,374
1n92_B,B,374
1n93_X,X,335
1n97_A,A,385
1n97_B,B,385
1n9e_A,A,734
1n9e_B,B,734
1n9e_C,C,734
1n9e_D,D,734
1n9g_A,A,364
1n9g_B,B,364
1n9g_C,C,364
1n9g_D,D,364
1n9g_E,E,364
1n9g_F,F,364
1naa_A,A,541
1naa_B,B,541
1nah_A,A,338
1nai_A,A,338
1naw_A,A,419
1naw_B,B,419
1nb4_A,A,566
1nb4_B,B,565
1nc5_A,A,363
1ndb_A,A,576
1ndb_B,B,576
1ndf_A,A,596
1ndf_B,B,596
1ndw_A,A,349
1ndy_A,A,349
1ndz_A,A,349
