header,subrun,orig_id,length,source_path,camsol_ph7,pH
steerCT_n400__camsol_max_w2__s54_n400,camsol_max_w2,s54_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,2.463363,7.00
steerCT_n400__camsol_max_w2__s54_n500,camsol_max_w2,s54_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,-0.379226,7.00
steerCT_n400__camsol_max_w2__s55_n300,camsol_max_w2,s55_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,2.207233,7.00
steerCT_n400__camsol_max_w2__s55_n400,camsol_max_w2,s55_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,1.047890,7.00
steerCT_n400__camsol_max_w2__s55_n500,camsol_max_w2,s55_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,1.680249,7.00
steerCT_n400__camsol_max_w2__s56_n300,camsol_max_w2,s56_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,3.136780,7.00
steerCT_n400__camsol_max_w2__s56_n400,camsol_max_w2,s56_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,0.776033,7.00
steerCT_n400__camsol_max_w2__s56_n500,camsol_max_w2,s56_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,3.277894,7.00
steerCT_n400__camsol_max_w2__s57_n300,camsol_max_w2,s57_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,2.482156,7.00
steerCT_n400__camsol_max_w2__s57_n400,camsol_max_w2,s57_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,1.947791,7.00
steerCT_n400__camsol_max_w2__s57_n500,camsol_max_w2,s57_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w2/sequences_guided.fasta,0.248582,7.00
steerCT_n400__camsol_max_w4__s42_n300,camsol_max_w4,s42_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.736347,7.00
steerCT_n400__camsol_max_w4__s42_n400,camsol_max_w4,s42_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.261297,7.00
steerCT_n400__camsol_max_w4__s42_n500,camsol_max_w4,s42_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.087024,7.00
steerCT_n400__camsol_max_w4__s43_n300,camsol_max_w4,s43_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.193272,7.00
steerCT_n400__camsol_max_w4__s43_n400,camsol_max_w4,s43_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.932806,7.00
steerCT_n400__camsol_max_w4__s43_n500,camsol_max_w4,s43_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,3.285444,7.00
steerCT_n400__camsol_max_w4__s44_n300,camsol_max_w4,s44_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.746085,7.00
steerCT_n400__camsol_max_w4__s44_n400,camsol_max_w4,s44_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,-0.864982,7.00
steerCT_n400__camsol_max_w4__s44_n500,camsol_max_w4,s44_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.027791,7.00
steerCT_n400__camsol_max_w4__s45_n300,camsol_max_w4,s45_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,3.062898,7.00
steerCT_n400__camsol_max_w4__s45_n400,camsol_max_w4,s45_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.785277,7.00
steerCT_n400__camsol_max_w4__s45_n500,camsol_max_w4,s45_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,3.326550,7.00
steerCT_n400__camsol_max_w4__s46_n300,camsol_max_w4,s46_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.382243,7.00
steerCT_n400__camsol_max_w4__s46_n400,camsol_max_w4,s46_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,0.550987,7.00
steerCT_n400__camsol_max_w4__s46_n500,camsol_max_w4,s46_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.524674,7.00
steerCT_n400__camsol_max_w4__s47_n300,camsol_max_w4,s47_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.529855,7.00
steerCT_n400__camsol_max_w4__s47_n400,camsol_max_w4,s47_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,5.780395,7.00
steerCT_n400__camsol_max_w4__s47_n500,camsol_max_w4,s47_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,-3.320188,7.00
steerCT_n400__camsol_max_w4__s48_n300,camsol_max_w4,s48_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.061310,7.00
steerCT_n400__camsol_max_w4__s48_n400,camsol_max_w4,s48_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.724224,7.00
steerCT_n400__camsol_max_w4__s48_n500,camsol_max_w4,s48_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,0.479565,7.00
steerCT_n400__camsol_max_w4__s49_n300,camsol_max_w4,s49_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,0.289656,7.00
steerCT_n400__camsol_max_w4__s49_n400,camsol_max_w4,s49_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.538404,7.00
steerCT_n400__camsol_max_w4__s49_n500,camsol_max_w4,s49_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,0.939456,7.00
steerCT_n400__camsol_max_w4__s50_n300,camsol_max_w4,s50_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,0.826206,7.00
steerCT_n400__camsol_max_w4__s50_n400,camsol_max_w4,s50_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.922587,7.00
steerCT_n400__camsol_max_w4__s50_n500,camsol_max_w4,s50_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.127686,7.00
steerCT_n400__camsol_max_w4__s51_n300,camsol_max_w4,s51_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,3.067597,7.00
steerCT_n400__camsol_max_w4__s51_n400,camsol_max_w4,s51_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.173986,7.00
steerCT_n400__camsol_max_w4__s51_n500,camsol_max_w4,s51_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,-0.428959,7.00
steerCT_n400__camsol_max_w4__s52_n300,camsol_max_w4,s52_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.019518,7.00
steerCT_n400__camsol_max_w4__s52_n400,camsol_max_w4,s52_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.015071,7.00
steerCT_n400__camsol_max_w4__s52_n500,camsol_max_w4,s52_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.252373,7.00
steerCT_n400__camsol_max_w4__s53_n300,camsol_max_w4,s53_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.602966,7.00
steerCT_n400__camsol_max_w4__s53_n400,camsol_max_w4,s53_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.839615,7.00
steerCT_n400__camsol_max_w4__s53_n500,camsol_max_w4,s53_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,0.381978,7.00
steerCT_n400__camsol_max_w4__s54_n300,camsol_max_w4,s54_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,0.227820,7.00
steerCT_n400__camsol_max_w4__s54_n400,camsol_max_w4,s54_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.492966,7.00
steerCT_n400__camsol_max_w4__s54_n500,camsol_max_w4,s54_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,-0.377094,7.00
steerCT_n400__camsol_max_w4__s55_n300,camsol_max_w4,s55_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.209233,7.00
steerCT_n400__camsol_max_w4__s55_n400,camsol_max_w4,s55_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.047890,7.00
steerCT_n400__camsol_max_w4__s55_n500,camsol_max_w4,s55_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.860628,7.00
steerCT_n400__camsol_max_w4__s56_n300,camsol_max_w4,s56_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,3.118327,7.00
steerCT_n400__camsol_max_w4__s56_n400,camsol_max_w4,s56_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,0.776033,7.00
steerCT_n400__camsol_max_w4__s56_n500,camsol_max_w4,s56_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,3.417302,7.00
steerCT_n400__camsol_max_w4__s57_n300,camsol_max_w4,s57_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,2.481569,7.00
steerCT_n400__camsol_max_w4__s57_n400,camsol_max_w4,s57_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,1.947791,7.00
steerCT_n400__camsol_max_w4__s57_n500,camsol_max_w4,s57_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w4/sequences_guided.fasta,0.356371,7.00
steerCT_n400__camsol_max_w8__s42_n300,camsol_max_w8,s42_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.792453,7.00
steerCT_n400__camsol_max_w8__s42_n400,camsol_max_w8,s42_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.293040,7.00
steerCT_n400__camsol_max_w8__s42_n500,camsol_max_w8,s42_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.148512,7.00
steerCT_n400__camsol_max_w8__s43_n300,camsol_max_w8,s43_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.462118,7.00
steerCT_n400__camsol_max_w8__s43_n400,camsol_max_w8,s43_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.937999,7.00
steerCT_n400__camsol_max_w8__s43_n500,camsol_max_w8,s43_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,3.397621,7.00
steerCT_n400__camsol_max_w8__s44_n300,camsol_max_w8,s44_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.915960,7.00
steerCT_n400__camsol_max_w8__s44_n400,camsol_max_w8,s44_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,-0.864982,7.00
steerCT_n400__camsol_max_w8__s44_n500,camsol_max_w8,s44_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.252457,7.00
steerCT_n400__camsol_max_w8__s45_n300,camsol_max_w8,s45_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,3.213766,7.00
steerCT_n400__camsol_max_w8__s45_n400,camsol_max_w8,s45_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.820917,7.00
steerCT_n400__camsol_max_w8__s45_n500,camsol_max_w8,s45_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,3.326882,7.00
steerCT_n400__camsol_max_w8__s46_n300,camsol_max_w8,s46_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.385262,7.00
steerCT_n400__camsol_max_w8__s46_n400,camsol_max_w8,s46_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,0.550987,7.00
steerCT_n400__camsol_max_w8__s46_n500,camsol_max_w8,s46_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.525601,7.00
steerCT_n400__camsol_max_w8__s47_n300,camsol_max_w8,s47_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.642517,7.00
steerCT_n400__camsol_max_w8__s47_n400,camsol_max_w8,s47_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,5.780395,7.00
steerCT_n400__camsol_max_w8__s47_n500,camsol_max_w8,s47_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,-3.297786,7.00
steerCT_n400__camsol_max_w8__s48_n300,camsol_max_w8,s48_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.172309,7.00
steerCT_n400__camsol_max_w8__s48_n400,camsol_max_w8,s48_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.946548,7.00
steerCT_n400__camsol_max_w8__s48_n500,camsol_max_w8,s48_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,0.478021,7.00
steerCT_n400__camsol_max_w8__s49_n300,camsol_max_w8,s49_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,0.289656,7.00
steerCT_n400__camsol_max_w8__s49_n400,camsol_max_w8,s49_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.538404,7.00
steerCT_n400__camsol_max_w8__s49_n500,camsol_max_w8,s49_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.169361,7.00
steerCT_n400__camsol_max_w8__s50_n300,camsol_max_w8,s50_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.057965,7.00
steerCT_n400__camsol_max_w8__s50_n400,camsol_max_w8,s50_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,3.092250,7.00
steerCT_n400__camsol_max_w8__s50_n500,camsol_max_w8,s50_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.127686,7.00
steerCT_n400__camsol_max_w8__s51_n300,camsol_max_w8,s51_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,3.109612,7.00
steerCT_n400__camsol_max_w8__s51_n400,camsol_max_w8,s51_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.183535,7.00
steerCT_n400__camsol_max_w8__s51_n500,camsol_max_w8,s51_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,-0.432849,7.00
steerCT_n400__camsol_max_w8__s52_n300,camsol_max_w8,s52_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.069408,7.00
steerCT_n400__camsol_max_w8__s52_n400,camsol_max_w8,s52_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.124164,7.00
steerCT_n400__camsol_max_w8__s52_n500,camsol_max_w8,s52_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.252373,7.00
steerCT_n400__camsol_max_w8__s53_n300,camsol_max_w8,s53_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.686896,7.00
steerCT_n400__camsol_max_w8__s53_n400,camsol_max_w8,s53_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.798814,7.00
steerCT_n400__camsol_max_w8__s53_n500,camsol_max_w8,s53_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,0.483923,7.00
steerCT_n400__camsol_max_w8__s54_n300,camsol_max_w8,s54_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,0.423392,7.00
steerCT_n400__camsol_max_w8__s54_n400,camsol_max_w8,s54_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.350362,7.00
steerCT_n400__camsol_max_w8__s54_n500,camsol_max_w8,s54_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,-0.377094,7.00
steerCT_n400__camsol_max_w8__s55_n300,camsol_max_w8,s55_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.227704,7.00
steerCT_n400__camsol_max_w8__s55_n400,camsol_max_w8,s55_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.090903,7.00
steerCT_n400__camsol_max_w8__s55_n500,camsol_max_w8,s55_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.956609,7.00
steerCT_n400__camsol_max_w8__s56_n300,camsol_max_w8,s56_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,3.117390,7.00
steerCT_n400__camsol_max_w8__s56_n400,camsol_max_w8,s56_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,0.904916,7.00
steerCT_n400__camsol_max_w8__s56_n500,camsol_max_w8,s56_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,3.466449,7.00
steerCT_n400__camsol_max_w8__s57_n300,camsol_max_w8,s57_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,2.677647,7.00
steerCT_n400__camsol_max_w8__s57_n400,camsol_max_w8,s57_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,1.959740,7.00
steerCT_n400__camsol_max_w8__s57_n500,camsol_max_w8,s57_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/camsol_max_w8/sequences_guided.fasta,0.600430,7.00
